RecordID,Title,Rating,Comment
1430, 👍,5,👍
1431, We opened the packet today and two pieces were missing ! We don’t have a complete puzzle,2,Unfortunately we opened the packet today after my daughters birthday and two pieces were missing ! W
1432, Great Jigsaw - if all the pieces were there!!,3,Bought this jigsaw and another Ravensburger jigsaw for my grandsons. They loved it....... until they
1433," Good products, but no suitable for children",4,"The puzzle is of good quality, however, because of its size is quite hard for my child to play with "
1434, Value for money,5,As mentioned
1435, Great,5,"My 8 year old niece loved this, I was told."
1436, Half term sorted!,5,"Bought for my 9 year old daughter. A puzzle we could do together, especially with the delights of co"
1437, Engaging,5,A beautiful gift
1438, Educational and fun,5,My older kids and I completed this jigsaw in about 2 hours on the first attempt.You have to keep at 
1439, Damaged and tiny,1,Box damaged . Tiny bottles so won't be gifting - disappointed
1440, Great little gift,5,I purchased this as I was putting together a baby hamper for my colleague. This was an ideal additio
1441, Good products but gift box looks bad,3,The products are great but the box has been retaped and as a gift does not look good
1442, Sanctuary Spa Mum to Be Bag Gift Set - A Pampering Delight for Expectant Moms!,5,"The Sanctuary Spa Mum to Be Bag Gift Set is the ultimate treat for expectant moms, offering a well-d"
1443, Gift,5,Looks expensive
1444, Tiny,2,Was expecting the products to be much bigger.. tiny for a gift
1445, Box all bashed in,1,Very small box ripped and dinted at the sides can't give as a gift now
1446, Slightly damaged,2,"Nice products inside, but the outside packaging was a bit bashed which was a shame as the item was a"
1447, Do Not Buy!!!! Horrible product,1,I am actually shocked.. i got this gift for my best friend to give her as a new mum… but totally dis
1448, lovely present,5,a good present for a mum to be.
1449, Decent size for toddlers,4,"Simple enough to set up, bought for my 3 year old, wouldnt say it's a toy that keeps kids entertaine"
1450, Arrived with missing parts.,1,Arrived with missing parts and a very damaged box that looked like it had been opened and then badly
1451, Fine,4,It’s ok
1452, 👍,5,"Happy child until you use a hotwheel car thats too big for it,gets stuck taking ages to get back out"
1453, Great Toy,5,Nice toy for Hot Wheels type cars.Keeps the boys interested.
1454, Amazing,5,"My son absolutely loves this toy, easy to assemble and keeps him occupied for ages"
1455, Love this!!,5,Got this as a gift and they love it! It's so fun to see the cars go around and be upsidedown! Happy 
1456, Serves the purpose,5,I bought this for my son and he absolutely loves it.
1457, Good fun,5,My young son loves hotwheels stuff .. all well made and good fun for kids
1458, Good huy,5,Son played well for Christmas easy to set up
1459, Fab,5,Exactly as described
1460," Great quality, happy with my purchase!",5,Bought these to go into my Nephews halloween bag as he is obsessed with all things 'Strange Things' 
1461, Happy overall,5,Arrived on time happy overall
1462, Great Product,5,These are great!
1463, Good product,5,Great for any Stranger Things fans
1464, As described,5,As described. Great little badges
1465, Good,5,Gift for my eldest as he's a huge fan
1466, Only recieved 5 badges,1,I only got the first 5 badges. Then I reported it and they quickly sent me the same 5 again. I can o
1467, Stocking filler gift,4,Bought as a silly stocking filler gift for a Stranger Things super fan. Not much to say other than t
1468, Great!,5,Daughter will be delighted
1469, Nice for the price.,4,"As one would expect, it is not the best guitar in the world, but I was very impressed by the build q"
1470, Really poor build quality,1,"Within 6 months of purchasing this guitar, it literally fell apart and was unusable."
1471, For the price should've really known...,1,It's pretty hard to review this. Bought for my daughter who wanted to try guitar.. learnt a valuable
1472, Not a bad guitar,4,Nice guitar for beginners but I find the top nut only 4.2 cm and I prefer 4.9 cm .I'm a beginner too
1473, Arrived promptly but disappointed,2,"Sold as a new guitar but has scratches, repairs and glue visible in various locations. Looks like a "
1474, Good beginners guitar,5,Good for the price
1475, Basic but ok,3,The free online course is a waste of time. Had to set the neck up as was not right. Got some lighter
1476, Cheap,1,It broke in a couple of days
1477, Quality isn't great if you want it to look new.,3,Item is ok but got delivered with scratches all over it
1478, Poorly crafted,2,The action on this guitar is stupidly high and the truss rod simply does not work
1479, Classic,4,Very happy nephew on his birthday.Classic pen knife with all the important bits. With so many varian
1480, Bought months ago and still going strong,5,"Easy to sharp solid feel, closes up and still feels tight"
1481, Great brand and very useful,5,Grandson loves it! He's a responsible scout and can be trusted to be sensible.
1482, Great camping knife,5,Great wee knife lost my first one which I had for 28 years
1483, Swiss army knife,5,Excellent.
1484, Still the best pocket toolkit in the world.,5,"Still the best pocket toolkit in the world. A brilliant thing, brilliantly delivered. Just don't los"
1485, Great Product,5,"This is a high quality product that always have inspired cheap knock-offs, thankfully this version o"
1486, Good quality,5,Perfect
1487, Potential one off damage,3,"I was after a Victorinox for ages and decided to purchase a Huntsman, However when it arrived it had"
1488, Great,5,Great product - the only issue was that the boxwas scuffed and it didnt look new
1489, Unless you are an avid Harry Potter fan and know everything about him this is not for you!,2,Rules are very complex and difficult to follow. Game contains flimsy cardboard that has to be turned
1490, Excellent value,5,Great game my kids had never played it before and they love it. A must buy for everyone.
1491, The original board game,5,"The Hasbro Gaming Cluedo Game, with the inclusion of the Ghost of Mrs. White Cards, adds an intrigui"
1492, Mrs White the Ghost!,5,"We love cluedo, the addition of Mrs White the Ghost is fun."
1493, Great value for money,5,Provided hours of fun for us
1494, Great game,5,We play this as a family all the time and it never stops being fun.
1495, Good game,5,Not sure what to compare it with. Used to play it as a kid. Good quality.
1496, Great game,5,I had this game many years ago and bought it again to play with family and friends. I am impressed w
1497, Classic!,5,"Great board game, timeless."
1498, Still a great board game.,5,I brought this game to play with my ten year old granddaughter. I used to play it when I was younger
1499, Have recommended to all the family,5,This whole system is genius and will go on giving for years!
1500, Super easy to use when set up,5,The LeapFrog LeapStart Electronic Book is an educational wonderland for little learners! 📚🌟🧒👧This in
1501, No,4,Sorted no problems
1502, Used Condition,1,"Great product but clearly used before it got to me as celotaped ripped box, marks from the pen and p"
1503, Very good,5,East to use kids love it
1504, Great for little hands,5,Got this for my grandsons birthday (whos turning 2 ) so I've opened it to set it all up so it's read
1505, Gift,5,Love it
1506, Great p,5,"Great product, well packaged, fast delivery. Thankyou"
1507, Great,5,Great
1508, 10/10,5,"such a good educational toy, with a variety of books to choose from."
1509, Fab,5,Fab
1510, Scent does not last,1,The scent only lasted about 20 seconds and did not see any benefit.
1511," Handy size for travelling, smell not overpowering",4,If you like lavender but not a strong aroma this is a good product. Being a roll-on it is very easy 
1512, Sleep,5,Good product.
1513, A big no from me!,1,"I bought these for a very special occasion, I thought the brand was a renowned brand, I was sadly mi"
1514, Smells lovely,5,"Bought this to help with restless nights. Works wonders, just roll it on my wrists and temples and I"
1515, Does not smell of lavender,2,I thought the scent would be close to lavender oils I normally buy from the pharmacy or stores. I ha
1516, Works when you have a headache,5,Easy to use and does help to relieve a headache
1517, Not worth it.,1,Not a very good smell.
1518, As advertised,3,Nice little bottle but the aroma of lavender is not how I imagine. Suggested putting roller ball ove
1519, Doesn't last long,1,"A good product but poorly made and now, 3 months on it randomly resets itself. Probably has a loose "
1520, Alarm clock,5,It's great but the 24 hours time has to be used otherwise the dates don't change and the alarm won't
1521, Not great quality but does the job for my 7 year old.,3,"Pros:- Bright light, even when you turn the light off the LCD display provides a a small glow- Easy "
1522, Looks good...,5,"Oops great, but not tried ot out, as it's a Xmas gift"
1523, No mains adaptor included,3,It's a Christmas present so yet to see it working but it looks the part for a Minecraft obsessed kid
1524, Does not work,1,The alarm clock doesn’t work properly. The date does not set. I am returning this item.
1525, Very quiet alarm,4,"Good quality, easy to set up and easy to read the time. The alarm is pretty quiet though. My son sle"
1526, Terrible,1,Bought the product arrived as promised but the clock is broken & does not work as it should & I am n
1527, Absolute tat,1,"Very poor construction, surprised it hasn't fallen apart or broke yet. Useless alarm too, nowhere ne"
1528, Ok,5,Grandson likes it.
1529, Brill,5,Its cheaper on amazon then any perfume shops .
1530, A Fragrance Lover's Delight with Some Delivery Surprises,4,"Rating: ★★★★☆ (4 out of 5 stars)I'm an unabashed fragrance enthusiast, and the Jean Paul Gaultier Cl"
1531, Gorgeous,5,Value for money compared to Boots
1532, Good value and excellent service,5,Good value and excellent service
1533, Good value,4,Love this
1534, Perfume,5,Excellent product arrived bang on time
1535, Beautiful,5,"I absolutely love this product, although a little more expensive than most. It is worth every penny,"
1536, Excellent quality,5,Value for the money
1537, Lovely scent,5,Excellent price made a lovely present
1538, Not original,1,I use this perfume all the time. The bottle I received was a very bad copy. Smell lasted two minutes
1539, No pre order bonus,4,Pre ordered and didn't receive the pre order bonuses.Not happy.Good game though
1540," Fun game, great graphics, great story",4,"Over-all a great game with iconic characters, combat feels way more intuitive and improved compared "
1541, Excited!!!,5,"Arrived on time, so far so good!"
1542, Amazing game,5,if you love t
1543, Got code but no game !,1,Got code which loaded bit no game
1544, Perfect base,5,Perfect base for make up. Prevents make up from settling In creases. Expensive but worth it
1545, Confiscated at airport due to explosive ingredient,1,"I bought this to take on holiday, unfortunately I never got to use it as it was taken off me at the "
1546, Smoothing,5,This is a great primer. Makes skin so smooth. Only need a small amount. Primer is clear. Love it
1547, Didn't work on my eczema,3,Bought this for a face with seborrheic dermatitis to hopefully help fill the dry flakes so I can app
1548, Great for textured or mature skins,4,Because my pores are more visible around my nose foundation highlighted them. I bought Elf primer to
1549, Great primer for oily skin,4,Feels oily at first but let it dry and if has a Matt finish. Quite good primer but doesn't last all 
1550, “As it says on the tin”,5,As expected
1551, Mineral primer,5,Nice little smooth as silk primer.However I have not used another primer to compare this with so can
1552," Large bottle, small content",2,Not good value for money. Serum is okay but at £9 for 0.4fl ozs it doesn’t last long.
1553, Not that good!,3,"Now I don't know if its just me and my ageing skin but after doing my morning routine of vit c, mois"
1554, Faint Scent.,3,"Whilst the soap smells nice on first application, the aroma does not linger on your hands. For the p"
1555, great product,5,great product
1556, Great liquid soap.,4,Lovely soap don’t need to use much to get a nice lather. Marked down a star as this is not my favour
1557, Disappointed.,3,I don't normally choose this scent and I was disappointed with the strength of the perfume.
1558, Nice Cristmas present,4,Good product and good service
1559, Nice,5,Nice high quality hand soap. Dispenser works well with no after drips
1560," Love this handwash, premium quality and worth the price!",5,I got this a while ago last Christmas as a gift for my other half and it’s lasting absolutely ages. 
1561, The perfume from this soap is Beautiful worth every penny,5,I keep this soap in my Downstairs Toilet so that Guests should they use The Loo can use it and Benef
1562, Love this scent,5,Always adds a little touch of luxury and Molton Brown lasts much longer than other hand soaps.
1563, Poor,3,"Looks good, lasts a long time but smells like washing powder. M B have far better fragrances to choo"
1564, Quality material,5,The product has a good quality and value for money
1565, I wouldn’t buy again,1,
1566, Great value and quality,5,Recommend
1567, Perfect,5,Perfect and many years of use
1568, Great quality,5,I love them quick delivery Amazing quality
1569, No quality,1,No quality
1570, Handles crackle alot when hot,5,They are good but handles feel a bit of movement when hot
1571, Good for new home owners,5,Very good products. I’ve had mine almost 2 years and never had any issues.
1572," Not bad, but not good",5,"This is a good product, but your expectationsshould not be big."
1573, Very nice set,5,"Used in daily basis, providing very comfortable use. Easy to clean and control heat. Always been usi"
1574, Gorgeous,5,"This product is so beautiful, my favourite perfume by far"
1575, Good product,5,Good product good size
1576, She liked it !!,4,Not for me but a friend and so far no complaints
1577, Not Genuine,2,I have had one from boots but thought I’d try this with it being cheaper. Too much money for it cons
1578, Carefull it's fake,1,"Vanishes as soon as you put it on ,also pachaging and bottle different from original."
1579, Lasts long nice smell,4,Nice perfume and long lasting
1580, Love this stuff,5,"I have the perfume version of this, and it’s lovely. Easily my favourite. Started running out, and s"
1581, No lingering smell,1,Really disappointed with this product.Smell is lovely but within an hour it's gone. Should have boug
1582, Love this scent,5,Smells amazing I really like this!
1583, The best perfume I’ve purchased,5,Favourite perfume and delivered super quickly.
1584, Good item,5,Bought for auntie as she likes these
1585, Wrapped safe,5,Great gift for price
1586, Too cute,5,Another cute witch familiar
1587, Bought for a gift,4,looks great. Very good material and size
1588, Great,5,Great
1589, bigger than you would think,5,GORGEOUS.....such a beautiful ornament perfect in every detail bigger than the picture suggests.....
1590, Great item,5,"Very nice item, would recommendFor any one collecting nemesis now figures"
1591, Gift for a friend,5,This was a gift for a friend who has the collection. Loved it!
1592, Cute decor,5,Bought as a gift for my partner. It's an adorable little figurine that looks great on her shelf
1593, Value for your money,5,"This was a Christmas present for my daughter, she was over the moon with it ."
1594, Good quality,5,Partner loved it decent quality for the price
1595, 5/5 Stars. :),5,5/5 Stars. :)
1596, Not a described,1,I did not even receive a stitch related item. It was a Pusheen pushing.
1597, Bought as gift and happy,5,"Bought as a gift for my partner who loves stitch,even though it’s not real crystal it’s still a love"
1598, Stitch :),5,It’s awesome! Looks beautiful!!
1599, Pretty BUT very small and dangerous,2,"This is very pretty, but it's alot smaller then it looks and there is some areas that are sharp, and"
1600, Successful birthday gift,5,"Good quality and looked lovely, my friend was very happy with her new crystal stitch."
1601, Beautiful,5,My daughter loved this bigger than what I thought x
1602, Cast acrylic crystal Stitch,5,"It's really nice, just be aware it's cast plastic and not glass or crystal. Does not detract from th"
1603, Made of plastic not glass/crystal,3,I ordered this for my daughter and thought it was a crystal like stitch but when it came it was made
1604, Really good,5,"Very nice grip, lovely colours well worth money"
1605, Just buy the weights of another seller,1,"The weights are great but the alleged ""rack"" cannot be assembled because the adjoining cylinders do "
1606, Good set,5,"Great colours. Easy to hold, soft comfortable grip and texture. Good range of weights. The stand is "
1607, Decent dumbbells for decent price,5,Quite decent dummbells for those who are starting their muscle/strength building journey . They are 
1608, Lovely set,5,Happy with my purchase. The stand is plastic but surprisingly sturdy. Would by again.
1609, Perfect set of dumbells,5,I'm really pleased with this set of dumbells. I'm a beginner so I'm starting with 1 kilo in each han
1610, What I ordered,5,Asking me to photo
1611, Good item,5,Good item
1612, Nicely made,5,"Comfortable. to hold, colourful, good value for money."
1613, Building strength,5,Used for toning and strengthening upper body.
1614, Waste of money,1,Honestly the worst purchase ive ever made. Spent ages looking for exactly what I needed and had high
1615, Doesn’t work,1,Mine stop charging after a week and there is no returns or any sort of support. Please don’t waste y
1616, Terrible product,1,"Terrible product that wouldn't suck up even the smallest amount of dirt, dust or hair. Use your mone"
1617, Not working,1,Bought this a few weeks ago and it has never worked who do I send it back to
1618, Car hover,4,Ideal as a cor hover
1619," Fast delivery ,good value.",5,"More than happy, great for home and car"
1620, suction,1,very weak suction
1621, Handy gadget,5,Very handy
1622, Noisy,3,Does the job but very noisy for a handheld
1623, Low suction,2,Absolutely rubbish suction is terrible
1624, Quality,5,Comfortable 🙌
1625, Love it,5,Lovely product wear it all the time on the course
1626, Perfection,5,Great for golf etc. comfortable and washes well.
1627, Zip broke,1,Zip broke after first wash
1628, What Great quality the item is.,5,It is a great casual jacket and a great golf jacket light weight Ideal for Golf.Regards Frank Martin
1629, Under Armour Men's Pique Track Jacket Shirt,3,"The picture of the tracksuit look amazing, the weight of the tracksuit is slightly lighter than expe"
1630, Good fit,5,"Great looking jacket, it’s thin so good for autumn..the only negative is the Zip is fragile so not s"
1631, Good product,5,"Have 2 now, nice to use when playing golf."
1632, Uuummmm,3,"Feel quite a cheap material, not sure what to make of it really. Fits better than it feels for sure,"
1633, Nice,4,The top is great looking. Apart from the zip which is on the otherside. Fit me loosely and keeps me 
1634, Fantastic quality,5,"My son received for his birthday and wears almost every day. Washes well, fits him perfectly and nic"
1635, Minecraft hoodie,4,Not as heavy as I thought it would be. Also a little short. But my grandson likes it.
1636, Outstanding service,5,Outstanding Performance customer service and delivery
1637, Love it,5,"My daughter got this for her birthday, she loves wearing it, she feels very cosy in it."
1638, Great,5,Just what my 7 year old grandson wanted. Lots of growing room too!
1639, Gift,5,Bought for my little brother as a birthday gift and he loved it. He is very picky with certain cloth
1640, Snoodie,5,"Great material, Great fit"
1641, Lovely quality,5,"Excellent quality, true to size and lovely soft material."
1642, Lovely,5,Really soft food value of money
1643, Little man loves it,5,ComfyGood sizeEasy to wash
1644, Unsafe,1,The product was extremely dangerous . The black pot holder surrounding the glass were not held toget
1645, Nice looking infuser for tea,5,Nice product would make nice gift
1646, Real cup of tea,5,Amazing cuppa
1647, Amazing,5,This product was good value for money does the job and have had no issues with it. Used it for loose
1648," Big, Practical Tea Pot",5,"Lovely, practical, large tea pot. Purchased to replace a smaller version of the same tea pot that I "
1649, Spills tea everywhere,1,This spills hot tea everywhere when pouring but it made a cute plant holder so I kept it
1650, Broken,1,"The kettle was brought broken, the driver took away said to replace it and silence."
1651, Awful for pouring,2,"Although it looks very nice, it's probably the worst teapot I have ever used.One of the main things "
1652, Not fit for purpose,1,"Absolutely rubbish, barely one month after buying the glass bottom has fallen out nearly scalding my"
1653, Nice to look at,3,Stylish but feels flimsy. Leaks when pouring tea. Pours 3-4 mugs of tea
1654, Just fabulous,5,This is just one of many gifts ready for Christmas
1655, Disappointing and dangerous,1,Bought as a gift and was very disappointed to see the top bar missing and the staple sticking out wh
1656, Does what it says on the tin1,5,"Absolute great value, smells great and husband loved it. Delivered on time in good packaging."
1657, All good 👍,4,All good 👍
1658, As described.,5,Dad loved the set.
1659, Gift,5,This was a gift that was well received.
1660, Good gift for a coworker you don't know,5,Bought this for a coworker based off two bits of info - apparent age and gender. Apparently he likes
1661, Nice Gift Set,5,"Good sturdy gift set, with not too many or too little of a selection. Perfect as a gift for beard gr"
1662, .,3,
1663, Xmas gift,4,This was an Xmas gift so not sure about a review on the item
1664, Size guide,5,I'm a 32inch waste in jeans and the medium fits perfectly.
1665, The Ideal Sports Shorts for Active Enthusiasts,5,"I recently picked up a pair of sports shorts, and I've been thoroughly impressed by their performanc"
1666, Ideal for gym and lounging,5,"I really like these shorts, they fit perfectly and are a nice thin and light material. I use them fo"
1667, Great price.,5,Perfect at the price.
1668, Men’s sports watch,4,Seems good product and good durabilityAs for battery life no idea
1669, Comfortable,4,Good value. Comfortable. Look good. Wash well.
1670, Great value and roomy,5,"Great shorts for leisure and relaxing in, loose and non clingy, if your a bigger chap these are high"
1671, Great,5,I really like these and all works fine not had any problems will buy more when needed And have bough
1672, Thin quality,2,Thin quality
1673, Comfortable,5,Very comfortable shorts and a great price.
1674, No value for money,2,30gbp will be enough for it to pay
1675, Good hot frothy brews,5,"Bought this to replace an older model which had started spraying milk around my kitchen. Compact, st"
1676, Best coffee maker,5,The best coffee maker I ever had
1677, Exploding pods,2,Had for just over a year. Was working well until the pods are shattering under pressure from the mac
1678, Excellent,5,Quality is excellent good bargain
1679, The value of the coffee machine,5,It is well designed & there are a good selection of coffee pods& it works out cheaper than the coffe
1680, A great product for a very reasonable price,5,
1681, Makes the perfect coffee ☕,5,I started off with a piccolo X's manual machine..I seen this one and the price was slashed down so I
1682, Best machine ever!,5,"Love this machine. I have two, one at home and one in my motorhome."
1683, A pretty good coffee machine,5,Bought as a replacement for a Dolce Gusto Mini-Me that had reached it's end of life. Stuck with Dolc
1684, hours of fun when its raining outside and your looking for something clean to amuse your child,5,ideal for those time when you don't want to deal with messy paint and paper or risk felt tip pen all
1685, Kept twins occupied for over an hour,5,Good selection of beads - lots of butterflies so very appealing to 3 year old twin girls. Kept them 
1686, Needs better fastening clips,3,Not too expensive jewellery making set but needs better fastening clips they kept coming off the cle
1687, Good making for kids neckless and bracelets,5,Good for making kids
1688, Plent of pieces,5,Much too small
1689, Box smaller than originally thought,5,Was expecting a bigger box not yet opened but sure kids will still enjoy useing it
1690, Fast delivery,4,Easy to use
1691, Yeah,5,Was a gift for my daughters friend for her bday. She loved it kept her busy for a long time.
1692, Not boxed,5,Brought for great niece for Xmas look good but a bit disappointed it’s not boxed as it’s a gift
1693, Value for money,4,Nice little present for keen young jewellery maker.
1694, Awesome product x,5,Love the cinematic sound n enjoy listening… videos n YouTube.. a very good product indeed… I recomme
1695, Great little soundbar,4,Had to improve the sound quality of a TV in our summer house (shed). The JBL soundbar was the second
1696, Perfect entry level sound bar.,5,The JBL Bar 2.0 All-in-One Sound Bar offers a streamlined audio upgrade. Its compact design blends w
1697, Just the right size,5,Use it for TV it's OK
1698, Not much help if you are hard of hearing,2,I thought this would be an improvement over our flat screen Toshiba TV. It's good for atmospheric mo
1699, Rubbish,1,"Sound quality is poor , don’t waste money to buy rubbish"
1700, Still awaiting refund from Amazon despite item being retuned 2 months ago ?,2,This Soundbar was poor quality sound! and was returned to Amazon as per their returns process-howeve
1701, Good product,5,
1702, Fantastic,5,"This little sound bar packs a punch, just wish you could alter the bass a bit"
1703, great sound,5,"Got this on an offer and it is a very good sound bar, delivering great sound and at a decent price a"
1704, Cosy and warm,5,Loved this throw just soo warm don’t want to get out of bed!!!!! Highly recommend it
1705, comforter,5,First of all this arrived a day earlier than stated which was awesome.It's super plushy and cosy. Pe
1706, Good quality,4,Good quality and value for money.
1707, Quick delivery,5,Nice soft and thick looks like on the photo
1708, Nice and thick,5,Nice and thick blanket to go over the bed on a cold nite.
1709, Great Blanket,5,"I bought this for my sons bed for those cool summer nights and he loves it. It’s lovely, soft, fluff"
1710, Great all seasons,5,"This is so good, got this with just a sheet and is cool and light, but in the winter I am putting it"
1711, Toasty bed,5,"Had this on the bed, instead of heating the room, very thick and warm"
1712, Warm and cosy,5,"Looks really nice on the bed, washes up a treat , only down side I wish it was longer at the sides."
1713, Lovely bedspread for chilly nights,5,This is excellent for very cold nights.
1714, Too long a delay taking pictures all blurry,1,"This is unusable, the delay from pressing capture to the camera taking the picture is so long it mak"
1715, Not waterproof as it says,1,Bought this camera as a waterproof camera as it says that the casing is waterproof. Not even 1 minut
1716, Rubbish,1,"I sent this back due to it being worse funsion than advertised. And the app did not worl, the screen"
1717, Garbage,1,"This camera is a total rip off, you can't connect to the Internet or phone, app is hopeless don't go"
1718, Looks good…nice and bright,3,works exactly for the intended purpose. nice and bright
1719, Horrible experience- Waste of time,1,Box arrived all broken. Instructions are not clear and lot of missing information. The app is NOT WO
1720," Doesn’t connect to Wi-Fi , Power button faulty",1,"Just opened this product , and instructions are poor, followed instruction and downloaded app but do"
1721, Computer doesn't recognise it,1,"I plugged this in but my computer didn't recognise it, so it's unusable.Both Zoom and Cyberlink Powe"
1722, package came damaged,3,"Box appeared to have been stuck back together with small white sticky labels, although everything se"
1723, Buyers beware,1,Only came with one battery when 2 were listed . Correspondence ignored so far . Would not buy again
1724, Can’t believe they work…,5,I wasn’t convinced these would keep my 3 month old entertained but 2 months on and they are still on
1725, Good value for money,5,Really entertaining
1726, Very tactile,5,Looks just like picture and good sized item. Very shiny and good noise effect.
1727, Expensive,5,Son loves them though
1728, Great for heuristic play,5,Engaging first toy from a trusted Early Years brand.
1729, Lovely,5,"My son loves it, he will entertain himself with it for a little while, put it down then come back to"
1730, Wide appeal,4,"Very tactile, nice sounds. Once they are handled, they lose their mirror like quality but that can't"
1731, Great!,5,"These multi sensory discs are brilliant. Babies love the shiny look of these discs, the rattle noise"
1732, The 1 Yr old twin boys love them,5,Do what they say they will.They get shaken..stared into and thrown and survive.Excellent
1733, Brilliant,5,My daughter with cp loves them - she loves to bite on things and these are very safe
1734, Cute little present,5,"Bought as an extra 30th gift to open, cute little addition."
1735, Birthday Teddy in box .,5,"Lovely petite birthday teddy sat in a box,its what most of us expect when we reach a certain age so "
1736, great,5,great
1737, Very cute,5,My daughter loved it
1738, Good for present,5,Good for price and came quickly
1739, Teddy,5,Absolutely fab just the right
1740, 30th Teddy,5,Brought for my daughters 30th has a little keepsake which she loved a reminder of her special birthd
1741, Lovely little gift,5,Bought this to go with matching mug for a 30th birthday gift. Really cute. Perfect present and a goo
1742, Package torn,2,"The bear itself is lovely but as it is a gift, I am very disappointed that the base it sits on is to"
1743, Really cute 30th gift,5,Very cute 30th present.
1744, Flimsy,1,"Very flimsy, bars collapsed with few pairs of shoes (childrens) on top two shelves. Wouldn’t Recomme"
1745, Sturdy,5,perfect for what i needed. can fit lots of shoes on there. easy to build
1746, Good product,5,Good product and sturdiness
1747, Stable and sturdy,5,"Easy to put together, stable and sturdy. Minimalist and looks good as an open/display item with our "
1748, Good value for money,4,Don’t expect high quality for the price but for what it is it is very good and practical and super e
1749, Solid and sturdy,4,Happy with this. It was quite easy to put together and fits 12 pairs of shoes / boots quite easily.
1750, Perfect!,5,Assembled in 15 minutes and does exactly what it should!
1751, Easy to install,5,Do the job.
1752, easy to assemble,5,"Easy to assemble, fairly sturdy, and value for money. No missing parts and comfortable to seat at."
1753, Easy assembly,5,Took me no less than 5 minutes to get it assembled. Seems sturdy enough.
1754, Great space saving solution,5,"Recommended for any home cook, well made good range of functions. Highly recommend as I do all Josep"
1755, Great item,5,Love these great choice of colours long lasting and sturdy
1756, Excellent space saving set.,5,This is an excellent set which includes virtually everything you could need. I have a tiny kitchen a
1757, Very pretty but pricy,4,"Very pricy for what it was, even when they are on sale."
1758, QUALITY,5,"More expensive than rivals but worth the money as it will outlast them, as good as tupperware used t"
1759, Very disappointed,1,Only had the item for 2 months and very disappointed that the sieve has broken
1760, Space saver rainbow,5,These are good. The colours attracted me. Space saving. Good quality.
1761, Not great,3,Okay but not as good as you think
1762," Great product , attractive and easy to use",5,Great product highly recommended
1763," Saves space, bit fiddly",4,Saves space which is idealJust a bit fiddly to get them all to stay in place
1764, Excellent quality,5,"Well worth paying the extra, for good quality and for a pen that doesn't leak when filled or in use "
1765, Water magic pens - ok,3,Bought 2 of these for my 21 month old as my mum has one at her house and he's loves it. However the 
1766, Baby loves it,5,
1767, It's bad,1,"This one is not good. I don't know if it's because of the candy color, but when I paint it, it dries"
1768, Perfect,5,"Purchased this to keep little one quiet on the plane, it worked as she spent most of the time drinki"
1769, Feel cheated,1,Over priced on product and postage. I bought this book for a little friend who wasn’t very well. The
1770, For a present - child was happy,5,Easy to use
1771, Great boredom filler,5,Lovely item- had one for my daughter and then based on how much she enjoyed it I bought several more
1772, Good,5,Handy
1773, Doest even deserve 1 star,1,"That pen doesn't get screwed in properly so water is on you , finally if you manage to get the pen r"
1774, Absolutely adore,5,"Perfect gift for boyfriend, cute, soft material, and good size"
1775, Me to you Tatty Teddy,5,lovely gift
1776, Fluffy and cute,5,"Super fluffy and soft and the stitching is very clean. Perfect gift for my partner, would recommend "
1777, Ted,5,Love it
1778, Great,5,Great
1779, Tatty Teddy I Love You Bear,5,Value for money. Perfect gift for an anniversary present.
1780," So cute,",5,"Haven't given it yet but i know she's going to love it, and beautifully made. Thank you."
1781, Great product,5,Lovely item
1782, Bear has no eyes,1,The bear was a gift but had no eyes so was a horrible present as it looked scary.
1783, Great,5,"Well made, soft, not too little either. Good value"
1784, Broken a month after use,1,I got this for my son for his 7th birthday. He loved it. Wore it daily. But one day just wouldn’t tu
1785, Not worth the money.,1,Not much on it or can't change timd to 24 hrs. Not barely couple of months the colour has already co
1786, Son loves it,5,He chose this as a treat for excellent behaviour at school and he’s extremely impressed.Although for
1787, Super,5,Great present for my grandson.
1788, Good watch,5,Good watch
1789, Ideal,5,"Great for a child's first smart watch, rechargeable and easy to use, has games built in aswell, my s"
1790, Just the job,5,Xmas present
1791, Not as good as it looks,2,My lad really wanted this and turned out was t the best....kept him occupied for 5mins and now left 
1792, Good for child use,4,This item is very good for use by kids. Easy to use and interactive.
1793, Happy boy,5,Me son absolutely loves this watch. Thank you
1794, Small and neat,3,Bought for a friend and no bad results so far
1795, Good machine for the price,5,A great ice cream maker for the price. Would definitely recommend.
1796, Didn't work for us at all,1,We were very excited to use this cream machine but the liquid didn't turn into ice cream. Also it ov
1797, SMALL BUT EXCELLENT FOR HOME USE,5,Have just used this product and found it easy to use. Putting the bowl in the freezer is a must and 
1798," Doesn’t work, do not buy",1,"Wouldn’t recommend buying this at all, it doesn’t work properly, I’ve been using it for only around "
1799, A diabetic's nightmare!,5,I'm diabetic so need to be careful. This machine makes excellent ice-cream and granitas. Unfortunate
1800, Works well,4,Works quickly
1801," Ok, nothing fancy",3,I was bought this as a birthday gift as my kids love ice cream. It took me a while to find an easy r
1802, Great for the price,5,I mean for £30 can’t really complain. It makes some great icecream as long as you follow the instruc
1803, Complete waste of money and time,1,"I had high hopes for this machine based on the reviews after carefully checking out the options, but"
1804, Excellent,5,Super quality
1805, The size.,3,"I don't dislike, and I use to do exercise on the gym 💪."
