ID,Title,Rating,Comment,asin_number
5156,,5,"I use it in my Samsung Glaxy S3 to increase more GB. The device has 16 GB, now increase to 48 GB.",
5157,,5,"It performs very well & bought at good price. Works great on my S3 with no problems. i used before on my Samsung Epic but the phone had trouble using it , kept getting &#34;sd card suddenly removed&#34;  notification.",
5158,,5,What more can I say?I'm using it to double the memory of my Asus TF700 (from 32 to 64Gb) and this card has a good read/write performance and it's SanDisk!Recommended.,
5159,,4,"been using it for about a year now with no issues. come on amazon, how much more can i put on this review? it's a memory card.",
5160,,5,"popped it in, formatted, works fine....be sure and power down first, i didnt and it didnt like it, had to reboot anyway.",
5161,,5,I bought this micro SD card for my Galaxy Note 2 about 5 months ago and its been great. Plug and play with no problems. It recognized it immediate and right after I was able to transfer 20gb of videos/music to my phone right away. The transfer speed is good and is what I was expecting from reading guides on these type of SD cards. This is a good product and I recommend it to anyone looking for a SD card.,
5162,,5,I placed the SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card without the  Adapter in my Samsung HMX W200 Camcorder and it works great!,
5163,,5,"Used with my GoPro Hero 3 black edition and it works like a charm! It comes with the adaptor to use in a regular SD card slot, or can be read with any microSD card reader with no issues.  Pushing video, even high quality, high frame rate video to this card is flawless.",
5164,,5,"It's amazing to think that I need the space, but I do, and 32 GB is nice. Love not having to worry about needing more space on my phone...yet.",
5165,,5,I use this in my Go Pro. Never had an issue with it recording 1080p video it doesn't skip a beat.  It's hard to beat any of the prices on sd cards on amazon this is always the first place I check.,
5166,,5,"Popped in my Galaxy S5. Works.Disk came with an enclosure to be used when inserting into PCs, laptops, and other devices.Shipping was fast.",
5167,,1,"I bought it for my new galaxy note and I realized the device didn't recognize it...tried it on other devices, laptops, desktop, macbook didn't work...Very disappointed !",
5168,,5,This little microSDHC memory card from SanDisk is equal to their reputation. It is fast enough and large enough to store and stream full length movies that we've ripped from our own DVD collection. This is a perfect addition to our new smartphones. We bought three of these for our recently purchased smartphones.Highly recommended by me.,
5169,,5,"The disk keeps up with the data input, it's neat and compact, it responds to the computer readily. I really like it. Might get another one and I'd recommend it to a friend anytime.",
5170,,5,Use it in my tablet pc as extra drive it has great speeds verse some cheaper brands. Nothing else really to say,
5171,,5,"SanDisk makes quality products and you can count on them at a small price than the competition. Again, why pay more for the same thing when this fits the bill for your needs. Save your extra money or give it to a needy family member....We recommend this product with an A+ rating.",
5172,,5,"I bought it to have extra storage on my Samsung tablet. If anyone wonders in which direction you place it in the black side is on the back, while the red and gray side face the front screen. Aldo works great on my canon dslr with the adapter.",
5173,,5,Brand new card working perfectly good.  Using it with my action cameras: Gopro Hero3 and Contour GPS.  No problem so far!,
5174,,5,I bought this for my new Gopro3 black. It works wonderfully! I totally recommend it if you're looking for some high quality and speed,
5175,,5,Put this in the Samsung S5.  Works great.  stores lots of pictures and is easy to load and unload. you can also download the pictures to your computer easily.,
5176,,5,Got this for my new Galaxy S3. It works great. Tripled my memory and it's compatible! Worth every cent to be able to carry a TON of music and podcasts.,
5177,,5,Bought this micro sd card for my Samsung Galaxy Note 2 and it works flawlessly. Lots of space and fast!,
5178,,5,"From what I've seen, this memory seems to have the best stats for transfer speeds and whatnot, but I'll let you do that research on your own, as far as the rest is concerned.Pros:The packaging was plenty to protect the product.Came with the adapter to the full size SD card (most of them do, but this is definitely nice)The price beat those that I could find locally.Cons:none really that I can think of.",
5179,,5,"Great price (at the time i purchased it) - sanDisk is known for making great memory cards - use it,in my GoPro",
5180,,5,"I ordered this for use in my SGH-I337, it was delivered in 3 days and I have had no problems with it so far. I would have to say this was a great buy for the price and I would suggest it for use in any high end smartphone.",
5181,,5,"I've used this in an assortment of phones and other devices and it works flawlessly and has good transfer speeds, not once have I ever had a problem with this card or any of the many Sandisk cards I've used, I will keep using this brand as it hasn't failed me yet and great little devices like this one make my life easier.",
5182,,5,I bought this memory card to replace a 4gb memory card in a ZTE valey phoneand it works great.,
5183,,5,Many devices still don't work well with 64GB capacity cards. These 32GB cards are often available on sell for a great price and work fantastically.,
5184,,5,Swapped this into my GoPro and put the 32gb card from there into my S4. In both cases I'm completely satisfied with the cards.,
5185,,5,"this card is great and at 20 bucks its a steal. The card handles high transfer speeds which is good for music, pictures and videos. Do not get any lag or have to wait for card to load up.",
5186,,1,"This card was dead on arrival and did not work whatsoever. When copying files to it, the transfer speed was below 1MB/s and then when I would eject the card the contents I just transferred would be lost. The card refused to format, I got an error message that the lock was on when it was not. Definitely a dud. I exchanged for a Kingston card of the same size which worked and still works flawlessly.",
5187,,5,Works great with my Samsung Galaxy Note II.  Install it and forget about it.  I've never had a problem with it.,
5188,,5,I purchased this product specifically to utilize it for my Sony Action Cam's.  The SanDisk product works well with it.  I have and not problems whatsoever.  I would recommend  this product for use with the Sony Action Cam or any camera requiring a Micro SDHC card.,
5189,,5,"Works like a memory card should work.  Saves stuff, deletes stuff, transfers stuff, and its just good for lots of stuff.  No problems so far.",
5190,,4,"I used this Memory Card to Expand the Memory in my Smartphone. It worked as expected and was easy to setup. I copied the Stuff from my older MicroSD Card to my computer, changed cards, gave it a couple of minutes to Initialize, and copied the stuff back... Worked great.",
5191,,5,"It's fast fast fast, and big big big.  It's exactly what you need to record all of your ill-advised shenanigans with your friends.",
5192,,5,Awesome storage. So much space. You just have to format it to the correct format for a phone. and walla you have a ton of space.,
5193,,5,I have this in my LG Optimus F3 cell phone and I can't believe how fast the file transfer is.  I can take pictures on this card as quickly as I can click the shutter button.  I am very happy with the card and the price I paid for it.,
5194,,5,Very fast reading and writing for my samsung galaxy s4 from verizon. Highly recommended. Sandisk is numero uno for smartphones.,
5195,,5,"I have purchased two of these. They are cheap enough to buy so you get the fastest on the market. Then you don't have to worry about running out of space, so fast. SanDisk are very reliable as a whole.",
5196,,5,"We have 4 of the 32GB cards in our cell phones and love them.  They offer plenty of room for pix, music, and videos and are fast to save and load from..  Someday, when I get my desired tablet PC, I will be getting another one of these for it!",
5197,,5,"64GB... I'm set for I don't know how long. I bought one for my Note 8 and my S3. I've loaded tons of pics and music and still have more than enough space to last me for a long, long, long time.Thank you Samsung for having your new devices able to read 64GB microSD cards.",
5198,,1,I don't notice any significant performance increase over the less expensive class 4 sandisk sd card.  I don't recommend this card.,
5199,,5,"This microSD card is perfect, I'm using this on my Sony DSC-TX200V Cyber-Shot and it works the camera took few second to format card and it was ready to stored pictures and video excellent. The costumer service they help me by replacing my card that broke by sending me a new one and it came super fast the card, I will definitely recommend this card and happy that the costumer service they answer me quick and they werer fast. I will definitely buy from this guys. Thanks...",
5200,,2,"I bought it for a Samsung s3 and had continuous problems of messages saying it wasn't connected, etc.  Replaced it wit the equivalent Trascend and never had a problem for the past several months.  It would work on a PC with ana adapater and then failed to format in any device so I had to RMA given the lifetime guarantee.  A hassle.",
5201,,5,"This is exactly what I need.Plenty space for just about anything.Works on computers/laptops, PSPs w/adapter, cameras, camcorders, etc.",
5202,,5,"It's fast, its small, its pretty cheap.  I put one in a usb reader to use as a thumb drive.",
5203,,5,Use this all the time in the GoPro. It's a great buy! Super cool that it comes with a SD adapter too!,
5204,,5,Hard to rate a memory hard in very many words. This memory card does what it suppose to do and I haven't had any problems.,
5205,,5,"I had an HTC EVO DESIGN 4G and I added this card to it. It was like 4x faster to transfer files to it from a computer and games like N.O.V.A. 2 which put a massive amount of files on your microSD loads so much faster. I put ALL my apps on my SD and noticed no difference in performance of the games or apps.I had one problem though, and it was that my phone would repeatedly say that the card was unmounted or it couldn't find the card. Popping of the battery cover and pulling out the card and reinserting would fix this, or just a reboot. I thought this was the fault of the card, but since I have upgraded to an HTC EVO 4G LTE, I have had no Issues with the card.So, If you have issues with your phone not reading the card, IT MIGHT BE YOUR PHONE.",
5206,,5,"this is the minimum speed class you want for video recording. there are faster ones, but this does the job and the value is good. make sure to check and see if the camera you are putting this in can take a card of this capacity. seems odd but some don't use a card of more than 32GB, so check first. also check web sites for firmware updates. many cameras did not take these at first but do now. what more can you say about a commodity like memory, get it and store stuff like crazy. to be fair at 1080p this will hold an insane amount of video and images, more than you are likely to shoot on a 2 week trip, but you can always use the extra space as storage and maybe this format will work in your new 4k camera; you will need 65GB then for sure...",
5207,,5,It is all you can expected for a 32GB SD card. I never tested the read/write speed but it never had a problem for music and videos.,
5208,,5,This memory card has been working flawlessly. Prices have been dropping nicely. Amazing the storage capacity in something so small.,
5209,,5,Easy install in to the S4 and expansion of memory was completed with out issue.  Product works as it is advertised.,
5210,,4,Good priced memory comes in plain white wrapper and an adaptor for SD card size. It didn't forget what I put on it so I guess it works.,
5211,,5,Got this for my sweetie. Her tablet has 32 on board. She likes books and this will hold a lot. That and the quality and price are great.,
5212,,4,The memory is fine but the adapter that it came with was useless.  I did not contact the seller about it since I had another to use.,
5213,,5,SanDisk Ultra 64 GB class 10 used as extra storage space for Surface RT. Everything worked as expected. Well worth the money.,
5214,,4,This item works great with the Garmin Dash Cam 10 and Garmin hand held topographic GPS. Good value/deal for the money.,
5215,,4,"I would recommend this memory card to anyone that has a  cell phone, or a tablet pc.  This memory card is fast and efficient.",
5216,,5,"I placed this memory card in my Bluetooth speaker, I then loaded it up with different genders of music and it plays beatifully.",
5217,,5,"My Samsung Galaxy S4 now has 119GB of fast microSDXC flash card storage available. At Amazon's rather amazing price, it works out to 94 cents a Gigabyte. Way back when, in the early days of hard drive storage, I paid as much as $500 per Megabyte!This little hummer is fast. The package and ads claim read speeds up to 30 MB/s. My own CrystalMark tests indicate 33.77 MB/s Read and 28.80 MB/s Write.With storage capacity like this and continuing software development, the smartphone and small tablet just might be the future of computing.My initial impression is simple one of awe: 119GB of usable storage in a chip not even the size of my thumbnail.If you have a device that will support microSDXC cards, buy one of these. You can never have too much storage, but you will definitely be hard-pressed to fill this card up with your personally useful data.Great device - great buy.Jerry",
5218,,5,SanDisk 16gb sd card. Does it's job the way it's supposed to. I use it in my tablet and have zero complaints.,
5219,,3,Quickly went bad. I used it for maybe 2 weeks. Better keep your receipt. Too bad i didn't.Bad deal. period.,
5220,,5,"It is so painful when you just buy that new gadget and a new and better one comes along, bummer. But this great  little card helps you keep the envy at bay becuase while they might have the fastest, you can wow them with content: A huge library of Movies, songs and apps right at your fingertips becuase you have this baby in  your phone, buy one as insurance from phone and tablet envy.EnjoyPS format it in your device, this will ensure compatability, in most cases.Update: 4 months later: Still doing its job. Lots of space for apps, music and movies and still happy with my device. No problems or troubles to report. Good product.Enjoy.Jb",
5221,,5,Great price for a fast large micro sd card!  recieved it super fast too!  Works perfectly with my Droid 4!  Verizon wanted $50 for a class 4 card like this.,
5222,,5,"For the price, this helps speed up my phone significantly by freeing up memory used by the camera and apps.",
5223,,4,"Good case, it is nice that it comes with an SD adapter, fast transfer of pictures, over all good memory card.",
5224,,5,"I tend to hold my reviews until I test things thoroughly. Is 2 years is thorough enough? Works, no issues. stated capacity, good speeds.",
5225,,5,"Turns my smartphone into an iPod effectively! You can store music, pictures, videos and more on it. It can be accessed directly with an adapter or indirectly via micro USB to USB (2.0, 3.0). Would highly recommend!",
5226,,2,"Unfortunately this sd card is not fully compatible with the samsung galaxy s2. I installed it and the phone would &#34;check&#34; it only to tell me &#34;SD card ready for removal&#34;. This was a continuous cycle and even after formatting to FAT32, NTFS, and FAT the card would not work and would revert back to exFAT format.I do recommend this product for those who can get it to work but my 3-stars rating is only due to a lack of compatibility listing on the product site.",
5227,,5,"i've been buying SanDisk for awhile, but I have yet to experience how durable and fast they are until now!when accessing video or photos on my phone, they do not hesitate to load. (all due to the memory card for being highly efficient)and for the price I got them for were amazing!I highly recommend!",
5228,,5,worked for me and at great Amazon price. In my Hero 2 GoPro's doing video's at least once or twice a week for over months.,
5229,,5,"No problem; it fits and it seems fast.  The colors are a good addition because when it pops out on the floor or something, you can find it.",
5230,,3,"I chose this item because of the speed of the memory and also because of the SanDisk brand and I wasn't disappointed.  The memory works fine in my Motorola Razor-M cell phone allowing me to store movies, pictures, and music that I can play on my phone.  The adapter, on the other hand, feels flimsy and fragile.  I had trouble inserting it into two different readers and even then it felt like like it was going to break.  I have several other adapters and this adapter feels like the material is much thinner than the others.  Having said that, I didn't purchase the memory for the adapter I purchased it for the speed rating and compatibility.  All things being equal I would consider purchasing the memory again.",
5231,,5,Bought one for each cellphone. Will never have to worry about download space for pictures or apps or anything else.,
5232,,5,Does what it is supposed to when it is supposed to. Reads at 30 writes at 8-10. Perfect peripheral for my GS3.,
5233,,5,I put 20 GB of videos on this micro SD card and  it is a perfect fit and functions flawlessly.,
5234,,5,"Pros and consPros1. It's fast2. It works in my Galaxy Note 3 (also works in my gf's Galaxy Note 2 and my brother's Galaxy S4)3. I got it on sale. Sales rock.4. It's half red, which makes it harder to lose than all-black ones.5. Comes with a MicroSD-to-SD converter so you can use it in stuff like cameras and SD card slots on your computer. Wildly useful for non-phone transfers and uses.Cons1. None yet. We'll have to see how long it lasts.",
5235,,5,This is the second one I have purchased from Amazon and I have had great service from the first one I bought 6 months ago.  It is fast and fits perfectly in MS Surface computers.,
5236,,1,"I have exclusively used Sandisk Extreme cards in my pro photography gear for years and they have NEVER let me down. This one is a dud, though. I plugged it in, let my phone format it, and then start copying to it. Everything copied just fine, but after I got done, that's when it started acting up.If I had my phone plugged into the computer and was using it as a storage device, I got tons of CRC errors and/or messages saying that I needed to format the card before using it. The phone would come up from time to time saying that I had inserted a blank card. If I reboot the phone, it works fine for a little bit, and the errors would start again. I thought maybe it was the way the phone formatted, so I tried to format it on the computer, but that didn't help anything.Very frustrating! Thankfully I've had it for 2 days before the trouble started, so it's going back to Amazon for a refund and I'll have to find a more reliable card for my phone.",
5237,,1,The card worked great at first. I've never had a problem with Sandisk in the past but I bought this card for my Galaxy S3 back in October and it was dead by December. I'm sorely disappointed by this purchase. Maybe it's just a faulty card but my experience was terrible so this gets one star.,
5238,,1,"never looked to verify the capacity of this card, it is clearly labeled 64gb but when installed it clearly is not. When installed into any computer it shows 27.4gb available with 1.68 used. So beware if you order one to make sure you are getting what you pay for.",
5239,,5,My wife's 4 GB microSD card failed on her phone.  So in order to prevent any issues I got one for her phone and one for my phone.  We were able to transfer our photos and music over on to these cards with plenty of room to spare.,
5240,,5,"We bought this card to use in a Samsung Tab 2 7&#34;, since it came with only 8gb of storage  only about 4gb left after all the junk and bloatware it comes with.  We found out we couldn't delete the extra, unneeded apps without messing up the system.  With the 32gb card, we hope to not need anymore storage for the foreseeable future.  The card was immediately recognized by the system and is intergrated seemlessly.  Being able to use additional memory storage was one reason we got the Samsung instead of the Apple products.",
5241,,5,Perfect counterpart for the Microsoft Surface RT tablet. Supports Bitlocker encryption so you can keep it password encrypted in case you lose it. I have no issues playing HD videos from it using the Windows 8 default video player.,
5242,,5,I purchased this card to double my disk space for my MS Surface RT. The price was right and I am happy with my purchase. I would recommend this card to anyone needing a 32GB MicroSD card.,
5243,,5,"tested the SD card speed through the play store app, gets the speeds advertised and allows me to download more tv shows for my trips! perfect",
5244,,5,This puts me at about 80 GB on my phone.  I will be purchasing more of these as needed for other devices.,
5245,,5,"I reformatted to FAT32, transferred all the files from my old phone, put this in my Galaxy S3, and have hardly thought about it since. It's huge and just works reliably.",
5246,,5,superb quality!seems to never gets full..got it sooner than expected..did my research before making my move and i was sold with sandisk,
5247,,5,"It is very fast and very, very practical! I really like, almost able to use, and in my phone can play full HD, only great!",
5248,,4,"It's a nice product, worked perfectly with Windows 7. However, it doesn't quite work when placed inside my AT&T Samsung Galaxy S3. Files copied into it are NOT shown in the S3's file browser. Googled a bit for this problem, and I concluded it's my phone's problem.",
5249,,5,"This card works great, it has lots of space and great transfer speeds.  It shipped quickly and the package was in great shape.",
5250,,5,I bought this memory card for my dashcam and it works perfectly.  I have no problems with it's write speed or resolution of video.  You can trust SanDisk for a quality product as I have many in use and have had no failures yet.,
5251,,5,"Great addition to my phone, came with SD card converter so I was able to transfer data from my old card using my laptop. Have had no issues and I love all the extra space available for photos and videos.",
5252,,5,"This is an SD card.  Nothing exciting, except when they don't work, I suppose... but this thing worked perfectly.  I put it in my VivoTab Windows 8.1 device, and it worked perfectly.  It has about 59GB of formatted free space on it... typical, but most folks expect to get to use the full 64GB... I heartily recommend this device!!!",
5253,,5,"I started useing it the minute I got it, transferred 30g from my old SD card to the new 64g Micro Card with no problem.  Arrived on time and packaged well.",
5254,,5,"Fast transfers.  I was hesitant to buy a larger micro storage, thinking that it would be easy to damage.  This storage fits the phone perfect, and I wouldn't hesitate to buy again.",
5255,,4,Unerstand that these cards may come in different formats.  I had to reformat on a Windows XP machine after finding a HP utility via Google to get this to work properly in my SAMSUNG Galaxy Note 2.,
5256,,5,"I mounted the SanDisk Ultra 64GB MicroSDXC card in a Dell Venue 8 Pro tablet as a data drive.  The card was instantly recognized by the tablet, and there is no apparent delay with read/write operations.The card (I ordered the 'easy open' package) came with an SD adapter that allows the card to be used as a 'regular size' SD card.Recommended.",
5257,,5,I bought it for a Tablet. I like having the capacity for music movies and files. I have purchased this model before and never had a problem,
5258,,5,"I bought this to replace the 32GB microSD I had in my phone that up and died on me.  This one is still kicking, so I guess that's a good thing.  It's been about 6 months and all is good.",
5259,,5,"I bought this to upgrade my phone micro SD, works great and lots of storage. I have not been able to test the speed of the transfer as google has chosen to turn against their customers and disable any ability to connect phones to PCs in a normal since.",
5260,,5,I have seen this other places and they can&#8217;t beat the price it has saved from using up my main hard drive makes it a 96 instead of 28 which it came with,
5261,,5,I use this for my family - 3 Samsung Flight II phones.  We have not experienced any problems.  The kids take a lot of pictures with their phone.,
5262,,5,"Super fast, tons of room. Who wouldn't love this micro SD card? The price is even great. I've been using it on my phone for about 6 months now and I've had zero problems. It sped up the processing time of my camera app considerably.",
5263,,5,"There are lots of SD memory cards on the market today, that are cheaper. I have always used San Disk, they never fail. Fast reliable good solid performance for your digital camera. You cannot go wrong with San Disk.",
5264,,4,"I'll never need another/bigger Memory Card.  It's fast, plugs right in. It didn't need any setup etc..  SanDisk is a quality brand.",
5265,,5,I use this in a D-Link web cam and it is fast read/write and reliable SanDisk are the best! I have tried other brands but always fall back on SanDIsk!,
5266,,5,Sandisk class 10 as far as memory cards to me is the best! As for the price of $20+ this card is all you need for advance cameras phones ext. I bought it for my Go Pro Black edition and it worked flawlessly without and buffering error. For my money Sandisk is where I would put my money on before any other memory card...,
5267,,5,Already many reviews on the product so i just wanted to say i have a few of them and these cards are just plain solid and priced right as well. Hope to see the 128 gb soon.,
5268,,5,This works just as advertised.  I have had no problems at all and works great in my new GoPro Silver edition.,
5269,,5,its 64 gigs it works great not sure what else to say about it really. Not much else to say.,
5270,,5,"This is an amazing memory chip card. At less than half the size of a regular postage stamp, this card fits my Garmin GPS and allows me to take oodles of photos along for viewing. AND, it comes with an adapter to allow using it in my PC with one of the many multi-card readers. 32 Gigabytes in such a tiny card and at a very reasonable price. Highly recommended.",
5271,,4,"Purchased for use in a dash-camera. Have been using for 2.5 months now without any issues. Not sure what else to say about it, hopefully I get a couple years worth of use out of it.",
5272,,5,good with low pricethankssandisk ulttra i used it for my dash cam. and its works. i can record unto 32g but as user i regularly formatting 1or 2 times amonths to keep memory in a good conditionthanks,
5273,,5,I use this in my Hisense Sero 7 Pro and it works great. It's a good buy for any device,
5274,,5,works great does what it says it will do. price has come down over the years and quality has improved. I use it in my note 3 and it does a great job. when I fill it up I put everything on an external hard drive and the card can be used over and over and over again.,
5275,,5,"Picked up a couple 32gb cards only because the 64gb cards are still expensive and or out of stock (I try to buy only from Amazon directly or fullfilled by amazon for faster shipping).  I have many many SanDisk cards from microSD (in our smart phones), SDHC in our point and shoots and surveillance cameras, and compact flash cards for my 5D.",
5276,,5,"Nothing really to say, except for excellent memory, fast and efficient. Can't go wrong with Sandisk. Using it for my Acer Iconia Tab, works like a charm. Thanks.",
5277,,5,"This was pretty awesome and cheap, I had just bought my Galaxy S4 and figured I'd upgrade my sd card from the 32 I had, its nice to have since the s4 inexplicably has almost no internal storage, still awesome phone though, but we're not talking about that today.",
5278,,5,I bought this MicroSDXC card for my Samsung Galaxy Note 10.1 2014 edition and it works great.  The transfer speeds on it are excellent.  I would definitely recommend it to a friend.,
5279,,5,"Bought this for my Samsung Tab3.  Works great, fast and have not had a problem.  This will also work with the Samsung Galaxy S4.",
5280,,5,"This is the fastest MicroSDHC I've used.  I got it for a tablet but it turned out the tablet had no MicroSDHC slot when it arrived.  So, using it for a 10.1MP camera.  It writes very quickly and then off to the next shot.  I'm quite pleased with the performance of this card.I think there may be cards even faster.  But this suits my needs of casual photography.",
5281,,4,"Very good product that I am using with my smart phone. As usual, Amazon packageing was acceptable and it didn't take forever to open as some packages seem to take.",
5282,,5,"My previous card was a Sandisk 32gb class 4 card. This card's speed is about 3x faster! Now I can put more music and movies to my hearts content! The only thing about this that I can say is a ""negative"" is that in order for my HTC Sensation 4g to recognize it, I had to reformat the card, even though the packaging says it's Android compatible. It even has the mighty green Andy the Android on it! LOL But after formatting the card in windows 7, I was able to use it in my phone. I didn't use the fat32 utilities so I cannot remark about those formatting procedures.Oh and I forgot to add the first card that was sent didn't work at all. The card didn't try to format. Amazon sent me one overnight without charge! Well I had to return the bad one of course, but the process couldn't be easier. The card was actually backordered a few weeks because of the deal of the day Amazon had on the card, which I purchased under as well...This card is authentic, came in Sandisk packaging and is indeed a CLASS 10 card.",
5283,,5,Purchased for use as add-on memory for Motorola RAZR Maxx Phone.  Works great.  Package arrived as scheduled.  All is good.,
5284,,5,"I use it on my phone, it works well enough. Android doesn't like to use the card by default, so I have to move things manually, but that's beside the point. The card works well.",
5285,,5,"Just put this memory card into my S3, formatted it from the storage menu on the S3, then downloaded the Sandisk Memory Zone app from the Google Playstore on my phone.  If I have issues with this memory card I'll come back here to update this review but so far so good!",
5286,,5,"No problems yet, works fine in htc sensation, it seems kinda slow but I'm thinking it's a problem with my phone interface not the card itself",
5287,,5,"If you're looking for extra storage for your device, this is it. You can store pics, songs and so much more.",
5288,,5,"i got it to expand the memory on my galaxy note 2.  love it. can hold almost a whole years worth of pictures and videos and other docs.  if my phone took a larger one, i'd get that one too.",
5289,,5,What can i say its a micro SD.  It serves its purpose and it works just so.  I would recommend to others,
5290,,5,The sandisk ultra 32 gb is very fast. The quiality is excellent. Usefull for all device. Not problem. I recomended.,
5291,,5,"Solid card, used for music on phone and apps, but has been standing in on my DSLR and has functioned great for the purpose. Got the card at $20, which was a bargain, and it's finally full.",
5292,,5,SanDisk provides dependable storage for my new tablet. SanDisk is what I rely on for my phone and computers.  Has never let me down.,
5293,,3,Anybody getting this 64 GB card be aware that this card before use  needs to be formatted. The problem is that computers only format 32 GB or less ( I got only 28 GB formatted)  of the card. SanDisk don't tell that to nobody. So what's the use to buy such expensive card when you can only use 32 GB instead of the 64. You can Google it and discover that other people had the same problem. I wish i knew.I bought it to put it on my Galaxy Note 2 android phone. I think they shouldn't even sell the 64 GB or at least informed the people. I heard that there are applications that could make it work but when i buy something I expect that to work without the need of hassling around since i'm not a geek.,
5294,,5,6 months later and no problems. It's a very solid product and I'm very happy with it. Would order again.,
5295,,5,"When I opened the micro disc and adapter I did't know what to do with them. I went to UTube on installing them, and all became clear. The micro fits into the top of the adapter and then the whole thing fits into my camera. Very neat and high powered.",
5296,,5,This super-speed card works great in my phone. I haven't had any problems with it since I bought the thing! I'm certainly able to record HD video right onto the card no problem. I recommend this for those who need quick data delivery to and from there external card. I recommend it!,
5297,,5,"hello,we have been using sandisk memory cards since the beginning of sd cards.  this latest version was recommended for my samsung galaxy 4s phone.  with the zillion photos, videos and apps, the original 16/13gb of space was becoming full and not saving due to ""lack of space.""  so, the sandisk micro sd card was the answer.  pop the back off easily on the phone, slip the mini sd card into the provided slot, make sure it ""clicks"" in and put the phone cover back on the unit.  it is as simple as that.  now, i have 32 gb of extra space and my new phone stores anything i want to store.  (i constantly make backups to my home computer...very easy)  the connection simply shows the phone data and the sd card data when connected to the home computer.  i transferred my largest photo/video file to the sd card.  now the original 12gb is open for more instant quality photos and videos.  when the original card gets loaded again.  13meg camera takes super quality photos and videos, but also takes up a lot of space.adding a micro sd card is less expensive than ordering a 32gb galaxy4s, but yrmv  great productupdate...  the original ""super large"" file that is on the sd card still shows up on the original gallery screen.  it still has the same functions, but my original 16gb shows more room for the next zillion photos, etc.",
5298,,5,"Haven't experienced any problems, arrived really fast. It's a great price for the GB size and was compatible with my android os tablet. Well worth the price! I plus sandisk is a reputable brand I trust. Highly recommended!",
5299,,5,What can I say. Plugged it in and it worked.Dell Venue 8 tablet.Have always had good luck with SanDisk brand.,
5300,,4,"It's the top end besides the stupid expensive Extreme.  It works fine.  I've had 4-5.  I'd get cheaper ones which I suspect are about as good, but slow or fail isn't worth it to me to save a couple bucks.  This just work, and work fast.",
5301,,5,"Item came as described:  YesItem was priced well:  YesI'm using the microSD as an external which is always plugged into my mac.  Helps me store a bunch of files for school, and as a back up.",
5302,,5,SanDisk is the best brand to get for memory cards. I bought two of these little gems to go with my SanDisk Sansa Clip Zip and they work wonderfully.,
5303,,5,"works great, it's the real deal (not a fake, as one often finds on some websites) - great in the galaxy tablet, and with an adapter, slots easily into my computer.",
5304,,5,doesn't seems to be some chinese crap... looks like it's the original one... works fine with my galaxy s4 and also with my tablet... 100% recommended...,
5305,,5,"I am using sanDisk SD card for all my devices. Cellphone, Tablet and PC. What can I say, this product is one of the best!",
5306,,5,I have 2 of these ScanDisk Ultra 32Gb class 10 microSDHC cards.  One for my Acer Iconia A100 Android tablet and one for my Linux laptop to move files around.  I've formatted both differently to make them fit best for their hosting operating system and both are working great.  No issues and great performance.I can stream 1080p movies from these cards without hiccups.I also used one of these cards in my 1080p camera and had no issue whatsoever keeping up with writing speed.Great card.,
5307,,5,"Maximize your storage now with this product. Installed easily, even for tablet new-bees. The tablet recognized it-no problem. And I'm pretty techno challenged, but have used it for picture storage and successful transferring data from the device.",
5308,,5,Got this 32GB card for my Droid Razr Maxx HD.  It was recognized by the phone and I have had no troubles with it. Shipping was only a couple of days.,
5309,,2,"I bough it because it said it was fast, but not. I'm only getting 13Mb/s with an Galaxy Note II a very fast an excellent phone.",
5310,,5,"Installed this in an LG smartphone without incident and it has been working without as hitch ever since.  More words cannot express my lack of emotion for it, but they do make the review long enough to qualify.",
5311,,5,Using this for a dash camera we purchased for the car.  It's doing the job - recording the audio and video just fine.,
5312,,5,"Good price, excellent for my camcorder. The micro design was not required for my unit, but gives you flexibility for cell phones, etc. Good buy",
5313,,5,great price size and speedyou cannot go wrong with this itemi have bought several of them already in different sizes,
5314,,5,I had a regular 32GB card that I used with my BlackBerry Torch 9810. It was slow though. I replaced it with this card and I can definitely see the difference in speed on my Z10. Very happy with it! The only thing I had to do was to format the card with my BlackBerry Z10 and that was it.,
5315,,5,"Look how many highly positive reviews this card has; just get this one. It is huge, it is fast and reasonably priced for a such a high-speed chip.BTW, this comes with the filesystem formatted to exFAT.  Depending on your device, it may not like that and you need to format it to FAT32.  The problem is that Windows does not support formatting FAT32 filesystems above 32GB.  So you can format this as FAT32 under Linux or use this tool in Windows [...]",
5316,,5,SanDisk makes some of the best storage media out there. Also have a couple of flash drives that i love.,
5317,,5,"I've officially expanded the memory in my Surface Pro 2 by 50%. How amazing is moderity? Literally, my entire life's work can be stored on a device smaller than my thumbnail. Great.",
5318,,5,"Great price, Great function, works in my cannon camera, my Note 3 and I could not be happier with this purchase",
5319,,5,"Excellent card that I use primarily in my carcam. Has also been used, and been compatible, in a small digital camera with the camera's proprietary adaptor.",
5320,,5,I needed a memory upgrade for my phone which is a Galaxy S3. The time I got it was on sale and  it has yet to fail me once. It stores a good amount of media for my device and can hold a number of 1080 movies and full resolution  pictures I have taken. Very handy for those long distance trips.,
5321,,3,"Why is you buy a 16GB card and when you install it, you have only 14.8 GB? Exactly where does that 1GB+ I PAID FOR...go to?",
